Review ID,Airline Name,Overall_Rating,Review_Title,Review_Date,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food_Beverages,Ground Service,Inflight Entertainment,Wifi_Connectivity,Value For Money,Recommended,IATA CODE,tokenized_review,sentiment_score,sentiment_label
4020,Allegiant Air,1,"""Horrible experience""",2023-05-13,13th May 2023,False,"  Was supposed to fly out 5/12/23. Flight was delayed for 2 hours with no explanation. Then, 3 hours after we were originally supposed to fly out, they cancelled the flight. The reason for the cancellation was there was not a flight crew scheduled to fly the plane. Not sure how itâ€™s possible to book tickets for a flight when they canâ€™t even provide the crew. Horrible experience and horrible communication from all Allegiant members.",,Couple Leisure,Economy Class,Las Vegas to Billings,5/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['suppose', 'fly', 'flight', 'delay', 'hour', 'explanation', 'hour', 'originally', 'suppose', 'fly', 'cancel', 'flight', 'reason', 'cancellation', 'flight', 'crew', 'schedule', 'fly', 'plane', 'sure', 'possible', 'book', 'ticket', 'flight', 'even', 'provide', 'crew', 'horrible', 'experience', 'horrible', 'communication', 'allegiant', 'member']",-0.05799166666666665,Negative
4021,Allegiant Air,4,"""my last time flying with Allegiant Air""",2023-05-13,13th May 2023,False,  We were supposed to board 5/12/23 at 1:15 pm and then they gave us an announcement that our flight got delayed and they didnâ€™t know for how long the FDA delayed the flight due to high traffic. So youâ€™re telling me every time there is a holiday you are going to delay/ cancel a flight because of high traffic? Ridiculous. Not to mention last time I flew with them I was stranded at the airport for 4 hours because they were fixing the brakes of the airplane and I didnâ€™t get to my destination till 1 am. This will be my last time flying with Allegiant Air.,,Solo Leisure,Economy Class,Grand Rapids to Las Vegas,5/1/2023,1.0,4.0,3.0,4.0,1.0,1.0,2.0,no,G4,"['suppose', 'board', 'pm', 'give', 'u', 'announcement', 'flight', 'get', 'delayed', 'know', 'long', 'fda', 'delay', 'flight', 'due', 'high', 'traffic', 'tell', 'every', 'time', 'holiday', 'go', 'cancel', 'flight', 'high', 'traffic', 'ridiculous', 'mention', 'last', 'time', 'fly', 'stranded', 'airport', 'hour', 'fix', 'brake', 'airplane', 'get', 'destination', 'till', 'last', 'time', 'fly', 'allegiant', 'air']",-0.07831333333333333,Negative
4022,Allegiant Air,1,"""professional service and your sweet personality""",2023-05-13,13th May 2023,False,  My seat and aside of my seat had crushed potato chips all over it. I asked the Airline Stewardess if she could quickly clean it with a small vacuum cleaner. She said airlines don't have any. Alison didn't let that stop her. With a smile on her face and determination in her heart she cleaned it without holding up anyone boarding. Thank you Alison for your professional service and your sweet personality! You deserve a raise.,A320,Couple Leisure,Economy Class,Punta Gorda to Allentown,5/1/2023,5.0,5.0,1.0,5.0,,,5.0,yes,G4,"['seat', 'aside', 'seat', 'crush', 'potato', 'chip', 'ask', 'airline', 'stewardess', 'could', 'quickly', 'clean', 'small', 'vacuum', 'clean', 'say', 'airline', 'alison', 'let', 'stop', 'smile', 'face', 'determination', 'heart', 'clean', 'without', 'hold', 'anyone', 'board', 'thank', 'alison', 'professional', 'service', 'sweet', 'personality', 'deserve', 'raise']",0.15500436507936508,Positive
4023,Allegiant Air,1,"""flight was delayed 2 times""",2023-05-10,10th May 2023,True,"  My flight was due to take off at 6.10, 05/05! The flight was delayed 2 times before they rescheduled while we are in the airport with 2 kids after 7pm due to maintenance which is understandable! Now when you reach out to get help rescheduled through customer service due to their inconvenience the representatives are so rude like you inconvenienced them or something! This was my sons 16th birthday trip and it has been nothing but a hassle! The didnâ€™t want to help with the rental car I also booked through them to pick up on the 5th I asked for a supervisor wasnâ€™t given one the smart mouth lady came back and said she issued a credit for my first day of the rental car which I havenâ€™t seen!",,Family Leisure,Economy Class,Columbus to Myrtle Beach,5/1/2023,2.0,5.0,,1.0,,,1.0,no,G4,"['flight', 'due', 'take', 'flight', 'delay', 'time', 'rescheduled', 'airport', 'kid', 'due', 'maintenance', 'understandable', 'reach', 'get', 'help', 'reschedule', 'customer', 'service', 'due', 'inconvenience', 'representative', 'rude', 'like', 'inconvenienced', 'something', 'son', 'birthday', 'trip', 'nothing', 'hassle', 'want', 'help', 'rental', 'car', 'also', 'book', 'pick', 'ask', 'supervisor', 'give', 'one', 'smart', 'mouth', 'lady', 'come', 'back', 'say', 'issue', 'credit', 'first', 'day', 'rental', 'car', 'see']",-0.012760476190476176,Neutral
4024,Allegiant Air,1,"""unreliable and unprofessional choice""",2023-05-09,9th May 2023,True," I had an extremely frustrating experience with Allegiant's customer service when my bag was lost during a recent flight. It took weeks of back and forth in emails before the bag was finally shipped to my final destination. Throughout this process, I found that Allegiant's customer service team kept tossing the ball to each other, with no one taking responsibility or ownership of the issue. Despite my repeated attempts to get a resolution, there was no customer service whatsoever. No one was able to take responsibility and fix my issue. To add insult to injury, the file was closed on their system without issuing the refund I was promised. It was a complete nightmare, and I am extremely disappointed in the way Allegiant handled my case. Overall, I would strongly caution against using Allegiant for travel. Their lack of customer service and failure to issue refunds when necessary make them an unreliable and unprofessional choice. Save yourself the trouble and choose a different airline.",,Family Leisure,Economy Class,Cincinnati to Newark,1/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['extremely', 'frustrating', 'experience', 'allegiant', 'customer', 'service', 'bag', 'lose', 'recent', 'flight', 'take', 'week', 'back', 'forth', 'email', 'bag', 'finally', 'ship', 'final', 'destination', 'throughout', 'process', 'find', 'allegiant', 'customer', 'service', 'team', 'keep', 'toss', 'ball', 'one', 'take', 'responsibility', 'ownership', 'issue', 'despite', 'repeat', 'attempt', 'get', 'resolution', 'customer', 'service', 'whatsoever', 'one', 'able', 'take', 'responsibility', 'fix', 'issue', 'add', 'insult', 'injury', 'file', 'close', 'system', 'without', 'issue', 'refund', 'promise', 'complete', 'nightmare', 'extremely', 'disappointed', 'way', 'allegiant', 'handle', 'case', 'overall', 'would', 'strongly', 'caution', 'use', 'allegiant', 'travel', 'lack', 'customer', 'service', 'failure', 'issue', 'refund', 'necessary', 'make', 'unreliable', 'unprofessional', 'choice', 'save', 'trouble', 'choose', 'different', 'airline']",-0.1683583333333333,Negative
4025,Allegiant Air,1,"""zero customer service""",2023-05-08,8th May 2023,False,"  Worst airline I have even attempted to deal with. They broke my luggage on the way to Vegas. This can happen so no big deal however their count was vacant so I could not report it. We ended up mangling to carry and drag it to the parking lot. When returning for the flight back home, the counter agent was unable to help us with the issue and give us a number to call for support. I have called the number over 50 time with zero answer. Their online concierge is a joke and also can not support in any way. I have send several unanswered emails. This airline is a joke, they have zero customer service!",,Family Leisure,Economy Class,Bellingham to Vegas,3/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['bad', 'airline', 'even', 'attempt', 'deal', 'break', 'luggage', 'way', 'vega', 'happen', 'big', 'deal', 'however', 'count', 'vacant', 'could', 'report', 'end', 'mangle', 'carry', 'drag', 'park', 'lot', 'return', 'flight', 'back', 'home', 'counter', 'agent', 'unable', 'help', 'u', 'issue', 'give', 'u', 'number', 'call', 'support', 'call', 'number', 'time', 'zero', 'answer', 'online', 'concierge', 'joke', 'also', 'support', 'way', 'send', 'several', 'unanswered', 'email', 'airline', 'joke', 'zero', 'customer', 'service']",-0.11079444444444445,Negative
4026,Allegiant Air,1,"""I will never fly your airline again""",2023-05-02,2nd May 2023,False,"  I booked a flight last year and had to cancel and they gave me a ""voucher"" which I was given a year to use. I just went in to book a flight to use my voucher but cannot do so through the portal. I am writing this review as I wait to talk to customer service and have been on hold for over an hour. What a disgrace and I hope the 400 bucks was worth it as I will never fly your airline again.",,Solo Leisure,Premium Economy,Medford to Mesa,5/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['book', 'flight', 'last', 'year', 'cancel', 'give', 'voucher', 'give', 'year', 'use', 'go', 'book', 'flight', 'use', 'voucher', 'portal', 'write', 'review', 'wait', 'talk', 'customer', 'service', 'hold', 'hour', 'disgrace', 'hope', 'buck', 'worth', 'never', 'fly', 'airline']",-0.0183625,Neutral
4027,Allegiant Air,1,"""untrained and extremely rude employee""",2023-04-28,28th April 2023,True,"  _x000D_
I fly frequently and experienced the worst customer service ever with Allegiant. I had to go to the agent at the desk to get my boarding pass printed because my ID was not scanning with TSA. When I asked the agent at the desk to print my boarding pass she demanded that I pay for another bag. All I had was my small personal item and a paper bag with food in it ended up leaving my bag with my dinner in it because I didnâ€™t want to pay the $50 charge for another bag. So ridiculous. It says right in the rules that you are allowed to bring food in addition to the personal item. Clearly an untrained and extremely rude employee. I submitted a complaint to Allegiant and got nowhere. Just a vague apology. I had requested to be reimbursed for the food that I had to inappropriately throw away. Just some reply about how they couldnâ€™t possibly do anything else at this point. Zero effort to take responsibility for their untrained rude and inappropriate employee.",,Solo Leisure,Economy Class,Mesa to Grand Junction,4/1/2023,2.0,2.0,,1.0,,,1.0,no,G4,"['fly', 'frequently', 'experience', 'bad', 'customer', 'service', 'ever', 'allegiant', 'go', 'agent', 'desk', 'get', 'board', 'pas', 'print', 'id', 'scan', 'tsa', 'ask', 'agent', 'desk', 'print', 'board', 'pas', 'demand', 'pay', 'another', 'bag', 'small', 'personal', 'item', 'paper', 'bag', 'food', 'end', 'leave', 'bag', 'dinner', 'want', 'pay', 'charge', 'another', 'bag', 'ridiculous', 'say', 'right', 'rule', 'allow', 'bring', 'food', 'addition', 'personal', 'item', 'clearly', 'untrained', 'extremely', 'rude', 'employee', 'submit', 'complaint', 'allegiant', 'get', 'nowhere', 'vague', 'apology', 'request', 'reimburse', 'food', 'inappropriately', 'throw', 'away', 'reply', 'possibly', 'anything', 'else', 'point', 'zero', 'effort', 'take', 'responsibility', 'untrained', 'rude', 'inappropriate', 'employee']",-0.15363234126984127,Negative
4028,Allegiant Air,1,"""lying to customers""",2023-04-28,28th April 2023,True,"  Totally trash. They delayed for 2 hours first and then additional 3 hours. And it was only for 2 hours flight to Sarasota. They told that ""there is heavy air traffic at Sarasota"" but when I checked over Flight Radar there wasn't a huge amount of traffic. They are lying to customers.",,Couple Leisure,Economy Class,Austin to Sarasota,4/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['totally', 'trash', 'delayed', 'hour', 'first', 'additional', 'hour', 'hour', 'flight', 'sarasota', 'tell', 'heavy', 'air', 'traffic', 'sarasota', 'check', 'flight', 'radar', 'huge', 'amount', 'traffic', 'lie', 'customer']",-0.07521,Negative
4029,Allegiant Air,1,"""The worst airline ever""",2023-04-27,27th April 2023,False,"  The worst airline ever. Do not fly this airline unless you don't care if you make it to your destination. They canceled my flight today for no reason and no explanation given. They had no other alternative flights. This is the second time this has happened to me. They, by far, are the most unreliable airline. Service is poor and they run a cattle car system. Not worth the time or effort to trust this airlines with you travel needs. ",,Business,Economy Class,Las Vegas to Oklahoma City,4/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['bad', 'airline', 'ever', 'fly', 'airline', 'unless', 'care', 'make', 'destination', 'cancel', 'flight', 'today', 'reason', 'explanation', 'give', 'alternative', 'flight', 'second', 'time', 'happen', 'far', 'unreliable', 'airline', 'service', 'poor', 'run', 'cattle', 'car', 'system', 'worth', 'time', 'effort', 'trust', 'airline', 'travel', 'need']",-0.21941249999999998,Negative
4030,Allegiant Air,1,"""I have nothing positive to say""",2023-04-24,24th April 2023,True,  Canceled my outbound flight. Delayed over 5 hours on return. No snack or drink provided. No communication about the delays. Seats suck I have nothing positive to say about this entire travel experience. No one could tell us the time we were delayed too. The crew thought they were leaving and they tried to hold them. No one has any idea what is going on. No TV no nothing.,,Couple Leisure,Economy Class,Stockton to Las Vegas,4/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['cancel', 'outbound', 'flight', 'delayed', 'hour', 'return', 'snack', 'drink', 'provide', 'communication', 'delay', 'seat', 'suck', 'nothing', 'positive', 'say', 'entire', 'travel', 'experience', 'one', 'could', 'tell', 'u', 'time', 'delay', 'crew', 'think', 'leave', 'tried', 'hold', 'one', 'idea', 'go', 'tv', 'nothing']",-0.15037020202020202,Negative
4031,Allegiant Air,1,"""every flight has been delayed""",2023-04-23,23rd April 2023,True,"  I had 3 of my employees on this flight, one just beat cancer and was still weak but she really wanted to come. We were supposed to fly out at 8:50 pm we got to the airport at 6:45 everything was OK tell a hour later when the first two hour delay happened, then from 11pm to 12am, then 1am, then 2, we boarded the plane at 4am sat in the plane another hour before taking off. We missed our car rental had to take a $300 uber straight to Orange County Convention Center so we wouldn't miss the education we were there for, zero sleep, we left the Convention at noon had to find a car to rent from there. I was so upset with the customer service I kept the rented car and drove back to Indiana 20 hours and several extra hotel meals. That delay if they would have told us from the start I could have made other flight plans, but we were told it won't be long now. So many times. When we did get on the plane they didn't give us any beverages and I'm even a Allegiant air card member, I have had 3 flights this year with them and every flight has been delayed.",,Business,Economy Class,South Bend to Orlando,4/1/2023,1.0,3.0,1.0,1.0,,1.0,1.0,no,G4,"['employee', 'flight', 'one', 'beat', 'cancer', 'still', 'weak', 'really', 'want', 'come', 'suppose', 'fly', 'pm', 'get', 'airport', 'everything', 'ok', 'tell', 'hour', 'later', 'first', 'two', 'hour', 'delay', 'happen', 'boarded', 'plane', 'sit', 'plane', 'another', 'hour', 'take', 'missed', 'car', 'rental', 'take', 'uber', 'straight', 'orange', 'county', 'convention', 'center', 'would', 'miss', 'education', 'zero', 'sleep', 'leave', 'convention', 'noon', 'find', 'car', 'rent', 'upset', 'customer', 'service', 'keep', 'rented', 'car', 'drive', 'back', 'indiana', 'hour', 'several', 'extra', 'hotel', 'meal', 'delay', 'would', 'tell', 'u', 'start', 'could', 'make', 'flight', 'plan', 'tell', 'wo', 'long', 'many', 'time', 'get', 'plane', 'give', 'u', 'beverages', 'even', 'allegiant', 'air', 'card', 'member', 'flight', 'year', 'every', 'flight', 'delayed']",-0.02217619047619048,Neutral
4032,Allegiant Air,1,"""canceled my flight for no reason""",2023-04-21,21st April 2023,False,  That canceled my flight for no reason and no explanation given. They had no other alternative flights and we had to buy very expensive flights from other airline. This is the second time this has happened to me.,,Family Leisure,Economy Class,St. Cloud to Punta gorda,4/1/2023,,,,1.0,,,1.0,no,G4,"['cancel', 'flight', 'reason', 'explanation', 'give', 'alternative', 'flight', 'buy', 'expensive', 'flight', 'airline', 'second', 'time', 'happen']",-0.1767,Negative
4033,Allegiant Air,2,"""They are very unreliable""",2023-04-18,18th April 2023,True,"  On flight home in 4/2023 left stranded 1350 mi from home. In early morning Hrs,- unable to access email, They canceled flight for no apparent reason other than under booked flight! Their only response was to refund my return trip and rebook me for 4 days later at an additional cost if $86 to me! No concern that I had to find hotel & transportation until then, at a cost of no less than $700 to me. They are very unreliable and not worth the risk",,Solo Leisure,Economy Class,Appleton to Sanford,4/1/2023,1.0,3.0,1.0,4.0,1.0,,1.0,no,G4,"['flight', 'home', 'leave', 'stranded', 'mi', 'home', 'early', 'morning', 'hr', 'unable', 'access', 'email', 'cancel', 'flight', 'apparent', 'reason', 'book', 'flight', 'response', 'refund', 'return', 'trip', 'rebook', 'day', 'later', 'additional', 'cost', 'concern', 'find', 'hotel', 'transportation', 'cost', 'less', 'unreliable', 'worth', 'risk']",-0.08849791666666665,Negative
4034,Allegiant Air,1,"""Never flying this airline again""",2023-04-18,18th April 2023,True,"  Awful experience, sat in the plane for 2.4 hours as they tried to repair a door that wouldnâ€™t close, then a parking brake that wouldnâ€™t disengage. They deboarded us and after about 45 mins had us board a different plane, and it had a problem with its door too. Another hour in the plane waiting for repairs. And then they wanted to charge us for sodas and chips. Found out our flight is late 60% of the time. Never flying this airline again, I canâ€™t imagine theyâ€™ll be around very long anyway.",,Business,Economy Class,Cincinnati to Austin,4/1/2023,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['awful', 'experience', 'sit', 'plane', 'hour', 'try', 'repair', 'door', 'close', 'park', 'brake', 'disengage', 'deboarded', 'u', 'mins', 'u', 'board', 'different', 'plane', 'problem', 'door', 'another', 'hour', 'plane', 'wait', 'repair', 'want', 'charge', 'u', 'sodas', 'chip', 'find', 'flight', 'late', 'time', 'never', 'fly', 'airline', 'imagine', 'around', 'long', 'anyway']",-0.185475,Negative
4035,Allegiant Air,1,"""Do not use this airline""",2023-04-18,18th April 2023,True,"  Do not use this airline! Cancelation is frequent. Our flight was cancelled while we were at the airport, eaving us stranded for 2 days! My tickets were over $1000. They were gonna reimburse me $800.",,Family Leisure,Economy Class,Myrtle Beach to Albany ,4/1/2023,1.0,5.0,1.0,1.0,,,1.0,no,G4,"['use', 'airline', 'cancelation', 'frequent', 'flight', 'cancel', 'airport', 'eaving', 'u', 'stranded', 'day', 'ticket', 'gon', 'na', 'reimburse']",-0.02164,Neutral
4036,Allegiant Air,1,"""This is the worst airline""",2023-04-18,18th April 2023,True,"  This is the worst airline. They cancelled my flight without notification. ""The pilot was too tired"". While I am pleased the pilot didn't attempt to fly, the airline did not offer any other option. They sent a link for $175 for our inconvenience but the link does not work and in fact, expires! The very next day, the new itinerary, was moved from 8:00 am to 6:00 pm in the evening. Again, no notice and this time it was ""the airport delay"". For the pleasure of flying with Allegiant, I incurred over $1200 in additional travel expenses. Not one professional apology or effort to make the travel better. It doesn't matter that individuals had deadlines and places to be and they could care less. The final straw, we had rebook the flight because the second flight was cancelled. They had the nerve to recharge us! Unbelievable. Trust me, you get what you pay for with this airline. Just pay Delta; get to your destination without worrying about this BS.",,Solo Leisure,Economy Class,Mesa to Las Vegas ,4/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['bad', 'airline', 'cancel', 'flight', 'without', 'notification', 'pilot', 'tire', 'pleased', 'pilot', 'attempt', 'fly', 'airline', 'offer', 'option', 'send', 'link', 'inconvenience', 'link', 'work', 'fact', 'expire', 'next', 'day', 'new', 'itinerary', 'move', 'pm', 'even', 'notice', 'time', 'airport', 'delay', 'pleasure', 'fly', 'allegiant', 'incur', 'additional', 'travel', 'expense', 'one', 'professional', 'apology', 'effort', 'make', 'travel', 'well', 'matter', 'individual', 'deadline', 'place', 'could', 'care', 'less', 'final', 'straw', 'rebook', 'flight', 'second', 'flight', 'cancel', 'nerve', 'recharge', 'u', 'unbelievable', 'trust', 'get', 'pay', 'airline', 'pay', 'delta', 'get', 'destination', 'without', 'worry', 'b']",-0.0009039393939393875,Neutral
4037,Allegiant Air,2,"""Allegiant rep was very rude""",2023-04-14,14th April 2023,True,"  Allegiant Air managed to lose my luggage in nostop flight. There is no luggage counter in Indianapolis, so I went to the 2nd floor to the ticket counter. The Allegiant rep was very rude to me, threatening to call the police if I will not leave without my luggage. ",,Solo Leisure,Economy Class,Las Vegas to Indianapolis,4/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,G4,"['allegiant', 'air', 'manage', 'lose', 'luggage', 'nostop', 'flight', 'luggage', 'counter', 'indianapolis', 'go', 'floor', 'ticket', 'counter', 'allegiant', 'rep', 'rude', 'threaten', 'call', 'police', 'leave', 'without', 'luggage']",-0.3081666666666667,Negative
4038,Allegiant Air,1,"""Highly do not recommend""",2023-04-08,8th April 2023,True,  Highly do not recommend! Our flight delayed twice and then canceled last minute due to â€œmaintenance issues.â€ They didnâ€™t offer anyone accommodations and only offered a $200 refund. My family and I are now stuck driving 12 hours home tomorrow with my special needs child after finally finding a rental car and being stranded.,,Family Leisure,Economy Class,Myrtle Beach to Albany,4/1/2023,1.0,1.0,1.0,1.0,1.0,,1.0,no,G4,"['highly', 'recommend', 'flight', 'delay', 'twice', 'cancel', 'last', 'minute', 'due', 'offer', 'anyone', 'accommodation', 'offer', 'refund', 'family', 'stick', 'driving', 'hour', 'home', 'tomorrow', 'special', 'need', 'child', 'finally', 'find', 'rental', 'car', 'strand']",-0.067765873015873,Negative
4039,Allegiant Air,2,"""We will never ever use them again""",2023-04-07,7th April 2023,False,  At 4 oâ€™clock in the morning we received a cancellation of our flight for a flight that was to leave at 7 AM in the morning. We were offered no other options for other flights. The best they could do was three days later .. now scrambling to try to find a way to get home. We will never ever use them again,,Couple Leisure,Economy Class,Sarasota to Boston ,4/1/2023,3.0,4.0,2.0,4.0,,,4.0,no,G4,"['morning', 'receive', 'cancellation', 'flight', 'flight', 'leave', 'morning', 'offer', 'option', 'flight', 'best', 'could', 'three', 'day', 'later', 'scramble', 'try', 'find', 'way', 'get', 'home', 'never', 'ever', 'use']",0.09475625000000001,Positive
4040,Allegiant Air,1,"""Disappointed an understatement""",2023-04-03,3rd April 2023,False," Absolutely horrible airline - their staffâ€™s negligence and incompetencies lead to 60+ minutes sitting on the tarmac due to 10,000 POUNDS of over-fuelling; with no air circulation, compensation offerings (on, or off the plane), and the demand for a de-plane with a subsequent 2+ hour delay. Their excessive and inexcusable oversight caused countless missed flights, canceled classes, and over-heated, parched, passengers. The least they could do is offer SOME compensation for their passengers for their mistake(s), but that never came. Disappointed is an understatement, I will never be flying with them again.",,Solo Leisure,Economy Class,Ashville to Denver,4/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['absolutely', 'horrible', 'airline', 'negligence', 'incompetency', 'lead', 'minute', 'sit', 'tarmac', 'due', 'pound', 'air', 'circulation', 'compensation', 'offering', 'plane', 'demand', 'subsequent', 'hour', 'delay', 'excessive', 'inexcusable', 'oversight', 'cause', 'countless', 'miss', 'flight', 'cancel', 'class', 'parch', 'passenger', 'least', 'could', 'offer', 'compensation', 'passenger', 'mistake', 'never', 'come', 'disappointed', 'understatement', 'never', 'fly']",-0.39425,Negative
4041,Allegiant Air,1,"""currently having to drive 16hrs straight home""",2023-04-02,2nd April 2023,True," Do not take this airline! Canceled our flight 1 hour before we were supposed to depart and their excuse was they ""didn't have enough staff"". Told us there wasn't going to be another one until 10pm on Monday when it was currently Saturday. We had to rent a car and are currently having to drive 16hrs straight home. They didn't even care to cover the cost for all the extra money we had to spend because they were unorganized and irresponsible. Take my advice and spend the extra money on a good airline! I have to give them 1 star to submit but they deserve a big 0!",,Family Leisure,Economy Class,"Knoxville, TN to Miami, FL",4/1/2023,1.0,1.0,,1.0,,,1.0,no,G4,"['take', 'airline', 'cancel', 'flight', 'hour', 'suppose', 'depart', 'excuse', 'enough', 'staff', 'tell', 'u', 'go', 'another', 'one', 'monday', 'currently', 'saturday', 'rent', 'car', 'currently', 'drive', 'straight', 'home', 'even', 'care', 'cover', 'cost', 'extra', 'money', 'spend', 'unorganized', 'irresponsible', 'take', 'advice', 'spend', 'extra', 'money', 'good', 'airline', 'give', 'star', 'submit', 'deserve', 'big']",0.04537142857142856,Neutral
4042,Allegiant Air,1,"""our bags never made it onto the plane""",2023-03-29,29th March 2023,False,"  A friend of mine and I traveled to Florida for a golf trip in January of 2023. We arrived several hours before our flight boarded. We dropped our bags off at the ticket counter as usual and proceeded to board our flight. When we arrived in Florida we discovered that our bags never made it onto the plane. Allegiant offered to put them on the next plane to Destin, but that was Sunday evening and we were returning Monday and our bags would do us no good at that point. We were told by the agents at the ticket counter in Florida that we could purchase whatever we were missing and we would be reimbursed. We were told that we would be reimbursed for the baggage fee since they never sent our bags. It's been months since I've sent our information to be reimbursed without any response. I've emailed, called, and left messages with nothing in return. ",,Solo Leisure,Economy Class,Cincinnati to Ft Walton Beach,1/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['friend', 'mine', 'travel', 'florida', 'golf', 'trip', 'january', 'arrive', 'several', 'hour', 'flight', 'board', 'drop', 'bag', 'ticket', 'counter', 'usual', 'proceed', 'board', 'flight', 'arrive', 'florida', 'discover', 'bag', 'never', 'make', 'onto', 'plane', 'allegiant', 'offer', 'put', 'next', 'plane', 'destin', 'sunday', 'even', 'return', 'monday', 'bag', 'would', 'u', 'good', 'point', 'tell', 'agent', 'ticket', 'counter', 'florida', 'could', 'purchase', 'whatever', 'miss', 'would', 'reimburse', 'told', 'would', 'reimburse', 'baggage', 'fee', 'since', 'never', 'send', 'bag', 'month', 'since', 'send', 'information', 'reimburse', 'without', 'response', 'email', 'call', 'left', 'message', 'nothing', 'return']",-0.009188888888888885,Neutral
4043,Allegiant Air,9,"""Very satisfied""",2023-03-28,28th March 2023,False," Clean, courteous. 30 min boarding delay. Fastest direct flight ever! 3hr 19 min. Upgrade for extended leg room in rows 1-7 worth it! Free drink. Very satisfied. No WIFI. Seats donâ€™t recline.",,Solo Leisure,Premium Economy,Los Angeles to Grand Rapids,3/1/2023,4.0,5.0,5.0,5.0,,1.0,5.0,yes,G4,"['clean', 'courteous', 'min', 'board', 'delay', 'fast', 'direct', 'flight', 'ever', 'min', 'upgrade', 'extend', 'leg', 'room', 'row', 'worth', 'free', 'drink', 'satisfy', 'wifi', 'seat', 'recline']",0.18987407407407408,Positive
4044,Allegiant Air,1,"""I wouldn't recommend it to anyone""",2023-03-27,27th March 2023,True,"  My flight was delayed and I had to wait in the airport for seven hours. I emailed Allegiant to ask if there was anything they could do to make this situation right, but they told me the case was closed and I wasn't entitled to anything per company policy. I will not be flying this airline again, and I wouldn't recommend it to anyone.",,Solo Leisure,Economy Class,"Las Vegas, Nevada to Provo, Utah",3/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4,"['flight', 'delay', 'wait', 'airport', 'seven', 'hour', 'email', 'allegiant', 'ask', 'anything', 'could', 'make', 'situation', 'right', 'tell', 'case', 'close', 'entitle', 'anything', 'per', 'company', 'policy', 'fly', 'airline', 'would', 'recommend', 'anyone']",-0.11827380952380953,Negative
4045,Allegiant Air,1,"""Terrible experience""",2023-03-27,27th March 2023,True," I'll preface this by saying the crew was fantastic. Unfortunately that's the only positive. First, they charge 50 bucks for carry on. I got that free on the flight to Austin with Alaska. Then a gate agent called too many zones at once and it turned into a big mess. On-board it was cramped and the seats are just metal with fabric. My back is feeling it today. And there is no wifi nor even a tiny snack or cup of water available, even water is pay only. Terrible experience. Shouldn't exist as an airline.",,Solo Leisure,Economy Class,Austin to San Diego,3/1/2023,1.0,4.0,1.0,2.0,,,2.0,no,G4,"['preface', 'say', 'crew', 'fantastic', 'unfortunately', 'positive', 'first', 'charge', 'buck', 'carry', 'get', 'free', 'flight', 'austin', 'alaska', 'gate', 'agent', 'call', 'many', 'zone', 'turn', 'big', 'mess', 'cramp', 'seat', 'metal', 'fabric', 'back', 'feel', 'today', 'wifi', 'even', 'tiny', 'snack', 'cup', 'water', 'available', 'even', 'water', 'pay', 'terrible', 'experience', 'exist', 'airline']",0.02365287878787878,Neutral
4046,Allegiant Air,2,"""The worst airline ever""",2023-03-27,27th March 2023,True,"  The worst airline ever. Plane was dirty, crumbs on the seats. Stewardess were extremely rude. By the time you pay for the check in bags, the carry on bag, and then tried to charge me for my purse because it was a personal item. Zero form of entertainment, and 400% up charge on snacks and drinks simply makes the cheap tickets worthless.",,Couple Leisure,Economy Class,Fort Lauderdale to Norfolk,3/1/2023,2.0,1.0,1.0,1.0,,,1.0,no,G4,"['bad', 'airline', 'ever', 'plane', 'dirty', 'crumb', 'seat', 'stewardess', 'extremely', 'rude', 'time', 'pay', 'check', 'bag', 'carry', 'bag', 'tried', 'charge', 'purse', 'personal', 'item', 'zero', 'form', 'entertainment', 'charge', 'snack', 'drink', 'simply', 'make', 'cheap', 'ticket', 'worthless']",-0.3736633333333334,Negative
